id,split,region,province_code,province_name,filename,text,speakerID,gender,sampling_rate,duration_sec,audio_saved_path,text_saved_path,audio_source_path
522,test,North,30,HaNoi,30_0276.wav,"Cửa hàng nhà tôi là chuyên cung cấp những phụ liệu về thiết kế thời trang, những sắc tộc của dân tộc Việt Nam để những nhà thiết kế, những nghệ nhân mà người ta thiết kế lên những trang phục để đi biểu diễn trong các dịp lễ hội. Rồi là mang văn hóa của người Việt đi đến các nước.",spk_30_0171,0,16000,22.5,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000522.wav,vimd_dataset/test/text_vimd/000522.txt,000522.wav
523,test,North,30,HaNoi,30_0277.wav,"Ở trong phố cổ thì mình cũng phải làm sao mà mình trưng bày đầy đủ những sản phẩm. Còn một số kho thì mình sẽ để xa để thứ nhất là khách vào dễ xem, thứ hai là tránh sự cháy nổ trong phố cổ. Đấy là những nguy cơ mình cũng rất là là là phải đề phòng.",spk_30_0171,0,16000,20.712,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000523.wav,vimd_dataset/test/text_vimd/000523.txt,000523.wav
524,test,North,30,HaNoi,30_0278.wav,Nhà mình ở tận Hà Đông cơ Nhưng mà vì tính chất công việc mình là thợ may cho nên là phố Hàng Bồ vẫn là con phố mà gần gũi thân thiết. Cho dù xa thì mình cũng vẫn lên tận đây để mua sắm những cái thiết bị may mặc liên quan đến công việc của mình.,spk_30_0172,0,16000,11.998,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000524.wav,vimd_dataset/test/text_vimd/000524.txt,000524.wav
525,test,North,30,HaNoi,30_0281.wav,"Tôi làm việc online là chính, tôi phục vụ cho những khách. Đối tượng khách của tôi là rất là kỹ tính, họ là những người, gần như là những người cổ của Hà Nội. Họ cần những trang phục của họ rất là độc đáo và không có sự mà chạm hàng với ai đó. Bởi vậy nên là hằng ngày tôi sẽ phải lên đây, tôi lựa chọn những chất liệu ở trên này để cho nó phù hợp với mẫu thiết kế của tôi. Nó khá là riêng biệt.",spk_30_0174,0,16000,25.361,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000525.wav,vimd_dataset/test/text_vimd/000525.txt,000525.wav
526,test,North,30,HaNoi,30_0282.wav,"trong một gia đình của người Hà Nội, nó thành một nền nếp. Vậy thì bây giờ mình muốn truyền văn hóa của người Tràng An đó đến tất cả những người khách của tứ phương, thậm chí của cả thế giới. Rất nhiều khách nước ngoài đến đây. Ví dụ, một cái bát, mình chan đến độ nào là vừa, đến tầm nào là vừa để không sóng sánh ra ngoài và phải để như thế nào? Ví dụ bát, mình để vào trong cái đĩa, nó có cái đĩa kê và bê như thế nào? Bê cái khay, cái đĩa thôi. ngón tay không chạm vào miệng bát",spk_30_0175,0,16000,30.92,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000526.wav,vimd_dataset/test/text_vimd/000526.txt,000526.wav
527,test,North,30,HaNoi,30_0283.wav,"Tất cả những cái chi tiết đó cũng là một vấn đề. Nếu chỉ truyền bá lại ở cái tính chất tức là động tác này, động tác kia thì không thấm. Mà phải có những cái câu chuyện cho các cháu ở các vùng miền xa đến đây làm. Các cháu hiểu rằng đấy là một cái sự, một cái văn hóa rất đáng trân trọng của người Hà Nội.",spk_30_0175,0,16000,20.24,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000527.wav,vimd_dataset/test/text_vimd/000527.txt,000527.wav
528,test,North,30,HaNoi,30_0287.wav,"Phải nói là không phải chỉ riêng một mình mình mà cả gia đình đều rất là tự hào về những danh hiệu mà bà được tặng. Bởi vì đấy là một sự nỗ lực có thể nói là ngoài sự tưởng tượng của gia đình. Ai cũng biết là bà là một người phụ nữ của gia đình nấu ăn ngon nhưng mà từ sự ăn ngon ở trong gia đình nó lan được đến xã hội, lan được đến những người yêu ẩm thực thì nó là cả một hành trình",spk_30_0177,0,16000,29.208,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000528.wav,vimd_dataset/test/text_vimd/000528.txt,000528.wav
529,test,North,30,HaNoi,30_0288.wav,"Đấy, khi mà bà nhận được những danh hiệu là nghệ nhân ẩm thực, rồi là người gìn giữ những di sản về văn hóa ẩm thực truyền thống thì vui lắm, cả nhà rất là vui, bà cũng rất là vui. Và cả nhà rất là tự hào khi trong gia đình lại có một người mang lại tất cả những tinh hoa của ẩm thực Việt Nam để có thể được bạn bè trong nước và thậm chí là quốc tế biết đến.",spk_30_0177,0,16000,27.115,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000529.wav,vimd_dataset/test/text_vimd/000529.txt,000529.wav
530,test,North,30,HaNoi,30_0296.wav,"Mấy bạn bảo không sợ, không sợ nhưng mà mình vừa vào làm lần đầu tiên mình sợ nó vãi mồ hôi rồi không dám làm. Túc tắc túc tắc từ từ làm cho đến lúc mình thành thói quen của mình thì mình cũng làm cũng bình thường, không thấy vấn đề như ngày xưa lúc mình vừa vào làm",spk_30_0182,1,16000,11.379,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000530.wav,vimd_dataset/test/text_vimd/000530.txt,000530.wav
531,test,North,30,HaNoi,30_0297.wav,"Thấy mình làm vất vả, làm nguy hiểm nên dân cũng thấy quý mình, dân cũng cho mình hoa quả, nước uống. Mọi thứ nhà nước, quý khách còn cho mình mấy chục nghìn để đi mua nước uống chị ạ. Cũng thấy vui đấy.",spk_30_0182,1,16000,14.933,D:/FPT/semester 6 - ttap/New folder/whisper/Whisper Large V3 Turbo/test case scenerio/data/HaNoi/000531.wav,vimd_dataset/test/text_vimd/000531.txt,000531.wav
