file_id,ground_truth,transcript,duration,latency,rtf,model,wer,cer
1042,"định hướng thì em cũng có mở rộng thêm một số hướng chế biến khác, ví dụ như là sấy hoặc là nước ép gì đó thì em cũng đang nghiên cứu thêm, bên hợp tác xã mình cũng đang nghiên cứu thêm làm về cái sản phẩm chế biến",Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,13.251,9.472,0.7148,qualcomm-whisper-large-v3-turbo,1.0,0.8207547169811321
1043,"Nếu như cá trê vàng này thì cũng được khoảng ba hộ, bốn hộ. Tính cái giá thành năm nay thì nó cũng ổn định. Thí dụ như một vụ nuôi như vậy là cỡ khoảng năm tháng. năm tháng thì mình cũng lợi nhuận khoảng sáu bảy chục. Thì mình thấy như vậy nó cũng có lợi nhuận hơn là làm lúa.","Nếu như cá chê vàng này thì cũng được khoảng 3 hậu, 4 hậu. Tính cái giá thành năm nay thì nó cũng ổn định. Thí dụ như một vụ nuôi như vậy là khoảng 5 tháng. 5 tháng thì mình cũng lợi nhuận khoảng 6-70. Thì mình thấy như vậy nó cũng có lợi nhuận hơn làm lúa.",27.188,12.519,0.4605,qualcomm-whisper-large-v3-turbo,0.19047619047619047,0.12962962962962962
1044,"Nông thôn mới của xã mình thì thấy dân ở đây rất là phấn khởi. Và sau khi hộ kinh doanh của mình cũng được là mua bán đông hơn, chính quyền cũng tạo điều kiện cho mình. Kinh doanh mua bán rất tốt.","Nông thông mới của xã mình thì thấy dân ở đây rất là phán khởi và sau khi hộ kinh doanh của mình cũng được mua bán đông hơn, chính quyền cũng tạo điều thực hiện cho mình, kinh doanh mua bán rất tốt.",14.029,11.236,0.8009,qualcomm-whisper-large-v3-turbo,0.11363636363636363,0.057291666666666664
1045,"tuyến đường thị xã cũng đã đầu tư cái tuyến đường Ấp Tân Thạnh, Cua Bắc Trăng này ;à tổng số tiền là một hơn một tỷ, trong đó nhà nước hỗ trợ tám trăm, còn lại là nhân dân đóng góp. Thì cái tuyến đường này cũng đã góp cho, góp phần cho bà con là thuận tiện trong cái việc mà xe lưu thông hàng hóa cũng như chở vận chuyển rất may thì Nó rất là thuận tiện trong việc vận chuyển mua bán.","Tiếng đường hị xã cũng đã đầu tư tiến đường ấp Văn Thạnh, Cú Bắc Trăng này tổng số tiền là hơn 1 tỷ, trong đó là nhà nước hỗ trợ 800, còn lại là nhân dân đóng góp. Tiếng đường này cũng đã góp phần cho bà con là thuận tiện trong việc xe lưu thông hàng hóa cũng như là chở vận chuyển các mai, nó rất là thuận tiện trong việc vận chuyển mua bán.",23.006,15.251,0.6629,qualcomm-whisper-large-v3-turbo,0.26436781609195403,0.1856763925729443
1046,"Về chất lượng, thì năm nay các cái xã đạt chuẩn nông thôn mới nâng cao, có nhiều cái chỉ tiêu, nhiều cái tiêu chí đạt và vượt rất cao so với bộ tiêu chí đã đề ra. Cụ thể như là vấn đề thu nhập, vấn đề nước sạch, vấn đề tỷ lệ hộ dân sử dụng điện, vấn đề phát triển các cái hợp tác xã, sản phẩm ocop vân vân.",Về chất lượng thì năm nay các cái xã đặc dẫn nông thôn mới nâng cao có nhiều cái chỉ tiêu nhiều cái tiêu chí đạt và dược rất cao so với bộ tiêu chí đã đề ra cụ thể như là vấn đề thu nhập vấn đề nước sạch vấn đề tỷ lệ hậu dân sử dụng điện vấn đề phát triển các cái hợp tác xã sản phẩm ô cốp dân dân,26.626,15.669,0.5885,qualcomm-whisper-large-v3-turbo,0.1095890410958904,0.050505050505050504
1047,"Ngân sách địa phương cũng đầu tư năm tỷ đồng để mở các cái tuyến giao thông hai mét, bốn mét. Còn huyện đầu tư thì trên mười ki lô mét lộ bốn mét trên địa bàn của xã Định Môn. Bên cạnh đó thì người dân cũng tích cực làm các cái mô hình về phát triển kinh tế, rồi mô hình về đảm bảo an ninh trật tự, tạo cảnh quan môi trường.","Căn sách địa phương cũng đầu tư là 5 tỷ đồng để mở các cái tiếng giao thông 2m, 4m. Còn quyền đầu tư thì trên 10km lộ 4m trên địa bàn của xã Linh Môn. Bên cạnh đó thì người dân cũng tích cực làm các cái mô hình về phát triển kinh tế, rồi mô hình về đảm bảo an ninh trật tự, tạo cảnh quan môi trường.",25.858,15.512,0.5999,qualcomm-whisper-large-v3-turbo,0.21333333333333335,0.13836477987421383
1048,"Đầu tư những cái cơ sở hạ tầng kỹ thuật cũng như hạ tầng xã hội, và đặc biệt là những cái hộ nghèo, những cái bảo hiểm y tế, bảo hiểm xã hội và các cái tổ chức phát triển sản xuất và giáo dục. Tới thời điểm này thì chúng tôi chỉ còn chờ là uỷ ban nhân dân thành phố ra quyết định công nhận bốn xã nêu trên của huyện thới lai.",Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,22.63,10.365,0.458,qualcomm-whisper-large-v3-turbo,0.9868421052631579,0.875
1049,"tám chỉ tiêu đề ra để mà chúng ta thực hiện cái nông thôn mới kiểu mẫu cho xã đó, đòi hỏi cái ấp thông minh đó thì chúng tôi cũng đã tập trung quyết liệt và chọn hai cái ấp để mà làm điểm ấp thông minh. Chúng tôi đang tập trung quyết liệt với cái vấn đề này. Tuy nhiên chỉ còn cái là cái cảnh quan môi trường và cái chuyển đổi chuyển đổi số trong thời gian tới thì chúng tôi cũng đã liên hệ với Sở Thông tin truyền thông.","Cám tỷ tiêu đề ra để chúng ta thực hiện nông thông mới kiểu mẫu cho xã, đòi hỏi áp thông minh thì chúng tôi cũng đã tập trung quyết liệt và chọn hai cái áp để làm điểm áp thông minh. Chúng tôi đang tập trung quyết liệt vấn đề này. Tuy nhiên chỉ còn cảnh quan môi trường và chuyển đổi số trong thời gian tới thì chúng tôi cũng đã liên hệ với Sở Thông tin Tiền Tông.",23.314,15.411,0.661,qualcomm-whisper-large-v3-turbo,0.23157894736842105,0.15587529976019185
1050,Thời gian qua thì nổi bật nhất là cái tiêu chí về cái xây dựng giao thông nông thôn thì thời gian qua thì xã cũng được huyện quan tâm đầu tư mở rộng các cái hệ thống giao thông nông thôn rồi bên cạnh đó thì xã cũng có được sự quan tâm rồi có các mạnh thường quân doanh nghiệp bên ngoài cũng đã quan tâm tới địa phương cũng đã hỗ trợ kinh phí cho địa phương xây dựng cầu đường.,"Thời gian qua thì nổi bật nhất là tiêu chí về xây dựng giao thông nông thôn. Thời gian qua thì xã cũng được quyện quan tâm, đầu tư, mở rộng các hệ thống giao thông nông thôn. Bên cạnh đó thì xã cũng được sự quan tâm, có các mạnh thường quân, doanh nghiệp bên ngoài cũng đã quan tâm tới địa phương, cũng đã hỗ trợ kinh phí cho địa phương xây dựng cầu đường.",29.082,15.397,0.5294,qualcomm-whisper-large-v3-turbo,0.09523809523809523,0.07466666666666667
1051,Thì trong năm hai ngàn hai mươi hai thì Cũng được các mạnh thường quân đầu tư được sáu cây cầu bê tông kích thước từ ba mét năm đến bốn mét bề rộng.,"Trong năm 2022, các mạnh thường quân đầu tư được 6 cầu bê tông kích thước từ 3m5-4m7 đồng.",11.012,11.038,1.0024,qualcomm-whisper-large-v3-turbo,0.5588235294117647,0.48299319727891155
